Id invio;Matricola dispositivo;Data e ora rilevazione;Data e ora trasmissione;Ammontare delle vendite (totale in euro);Imponibile vendite (totale in euro);Imposta vendite (totale in euro);Periodo di inattivita' da;Periodo di inattivita' a
'3085346241';'96MBD070550';11/09/2025 22:01:33;11/09/2025 22:01:57;"000000000000,00";"000000000000,00";"000000000000,00";;
'3083813297';'96MBD070550';10/09/2025 23:03:13;10/09/2025 23:03:41;"000000000000,00";"000000000000,00";"000000000000,00";;
'3082129301';'96MBD070550';09/09/2025 21:42:10;09/09/2025 21:42:45;"000000000000,00";"000000000000,00";"000000000000,00";;
'3080480202';'96MBD070550';08/09/2025 22:55:45;08/09/2025 22:56:26;"000000000000,00";"000000000000,00";"000000000000,00";;
'3078539130';'96MBD070550';07/09/2025 21:52:55;07/09/2025 21:53:42;"000000000000,00";"000000000000,00";"000000000000,00";;
'3077671730';'96MBD070550';06/09/2025 21:32:34;06/09/2025 21:33:39;"000000000015,00";"000000000015,00";"000000000000,00";;
'3076375888';'96MBD070550';05/09/2025 23:10:57;05/09/2025 23:10:56;"000000000000,00";"000000000000,00";"000000000000,00";03/09/2025 00:00:00;04/09/2025 23:59:59
'3071471349';'96MBD070550';02/09/2025 21:40:11;02/09/2025 21:41:02;"000000000005,00";"000000000005,00";"000000000000,00";;
'3069770215';'96MBD070550';01/09/2025 21:42:48;01/09/2025 21:43:44;"000000000000,00";"000000000000,00";"000000000000,00";;
'3067877754';'96MBD070550';31/08/2025 21:46:58;31/08/2025 21:46:48;"000000000000,00";"000000000000,00";"000000000000,00";;
'3067009526';'96MBD070550';30/08/2025 21:29:11;30/08/2025 21:29:06;"000000000045,00";"000000000045,00";"000000000000,00";;
'3065660159';'96MBD070550';29/08/2025 21:36:30;29/08/2025 21:36:30;"000000000000,00";"000000000000,00";"000000000000,00";;
'3064114403';'96MBD070550';28/08/2025 21:18:06;28/08/2025 21:18:12;"000000000030,00";"000000000030,00";"000000000000,00";;
'3062619095';'96MBD070550';27/08/2025 21:34:43;27/08/2025 21:34:55;"000000000000,00";"000000000000,00";"000000000000,00";;
'3061250303';'96MBD070550';26/08/2025 23:37:59;26/08/2025 23:39:02;"000000000000,00";"000000000000,00";"000000000000,00";;
'3059494833';'96MBD070550';25/08/2025 21:32:54;25/08/2025 21:32:56;"000000000000,00";"000000000000,00";"000000000000,00";;
'3057775333';'96MBD070550';24/08/2025 21:57:38;24/08/2025 21:57:44;"000000000002,00";"000000000002,00";"000000000000,00";;
'3057045260';'96MBD070550';23/08/2025 23:04:37;23/08/2025 23:04:48;"000000000030,00";"000000000030,00";"000000000000,00";;
'3056234727';'96MBD070550';23/08/2025 12:40:21;23/08/2025 12:41:00;"000000000000,00";"000000000000,00";"000000000000,00";;
'3055737335';'96MBD070550';22/08/2025 21:51:24;22/08/2025 21:52:29;"000000000015,00";"000000000015,00";"000000000000,00";;
'3055163233';'96MBD070550';22/08/2025 18:57:49;22/08/2025 18:57:51;"000000000000,00";"000000000000,00";"000000000000,00";;
'3054496939';'96MBD070550';21/08/2025 23:14:38;21/08/2025 23:14:45;"000000000015,00";"000000000015,00";"000000000000,00";;
'3053174761';'96MBD070550';20/08/2025 23:12:04;20/08/2025 23:12:16;"000000000003,50";"000000000003,50";"000000000000,00";;
'3051771340';'96MBD070550';19/08/2025 21:58:33;19/08/2025 21:58:51;"000000000000,00";"000000000000,00";"000000000000,00";;
'3050485603';'96MBD070550';18/08/2025 23:25:24;18/08/2025 23:25:47;"000000000000,00";"000000000000,00";"000000000000,00";;
'3048853555';'96MBD070550';17/08/2025 20:55:28;17/08/2025 20:55:57;"000000000000,00";"000000000000,00";"000000000000,00";;
'3048158329';'96MBD070550';16/08/2025 22:03:31;16/08/2025 22:04:20;"000000000000,00";"000000000000,00";"000000000000,00";;
'3047136630';'96MBD070550';16/08/2025 00:02:01;16/08/2025 00:02:54;"000000000000,00";"000000000000,00";"000000000000,00";15/08/2025 00:00:00;15/08/2025 23:59:59
'3046358758';'96MBD070550';14/08/2025 22:52:32;14/08/2025 22:53:46;"000000000000,00";"000000000000,00";"000000000000,00";;
'3045469240';'96MBD070550';13/08/2025 23:23:51;14/08/2025 09:58:58;"000000000030,00";"000000000030,00";"000000000000,00";;
'3043729447';'96MBD070550';12/08/2025 21:40:45;12/08/2025 21:41:05;"000000000000,00";"000000000000,00";"000000000000,00";;
'3042449578';'96MBD070550';11/08/2025 23:37:25;11/08/2025 23:37:49;"000000000000,00";"000000000000,00";"000000000000,00";;
'3040790170';'96MBD070550';10/08/2025 22:13:53;10/08/2025 22:14:23;"000000000000,00";"000000000000,00";"000000000000,00";09/08/2025 00:00:00;09/08/2025 23:59:59
'3038601798';'96MBD070550';08/08/2025 22:06:10;08/08/2025 22:06:51;"000000000000,00";"000000000000,00";"000000000000,00";;
'3037036654';'96MBD070550';07/08/2025 21:54:42;07/08/2025 21:55:33;"000000000060,00";"000000000060,00";"000000000000,00";;
'3035483287';'96MBD070550';06/08/2025 21:57:54;06/08/2025 21:57:42;"000000000000,00";"000000000000,00";"000000000000,00";;
'3033897759';'96MBD070550';05/08/2025 21:52:26;05/08/2025 21:52:20;"000000000030,00";"000000000030,00";"000000000000,00";;
'3032222305';'96MBD070550';04/08/2025 22:02:21;04/08/2025 22:02:20;"000000000000,00";"000000000000,00";"000000000000,00";;
'3030392805';'96MBD070550';03/08/2025 22:30:57;03/08/2025 22:31:01;"000000000000,00";"000000000000,00";"000000000000,00";;
'3029620138';'96MBD070550';02/08/2025 23:23:06;02/08/2025 23:23:16;"000000000000,50";"000000000000,50";"000000000000,00";;
'3028113230';'96MBD070550';01/08/2025 22:05:12;01/08/2025 22:05:27;"000000000000,00";"000000000000,00";"000000000000,00";;
'3026466957';'96MBD070550';31/07/2025 21:56:57;31/07/2025 21:57:17;"000000000000,00";"000000000000,00";"000000000000,00";;
'3024949570';'96MBD070550';30/07/2025 23:26:58;30/07/2025 23:27:24;"000000000005,00";"000000000005,00";"000000000000,00";;
'3023226780';'96MBD070550';29/07/2025 22:22:31;29/07/2025 22:23:17;"000000000005,00";"000000000005,00";"000000000000,00";;
'3021528936';'96MBD070550';28/07/2025 23:00:43;28/07/2025 23:01:37;"000000000000,00";"000000000000,00";"000000000000,00";;
'3019573482';'96MBD070550';27/07/2025 22:24:53;27/07/2025 22:25:52;"000000000030,00";"000000000030,00";"000000000000,00";;
'3018824631';'96MBD070550';26/07/2025 23:37:52;26/07/2025 23:38:57;"000000000025,00";"000000000025,00";"000000000000,00";;
'3017278476';'96MBD070550';25/07/2025 22:08:48;25/07/2025 22:08:57;"000000000000,00";"000000000000,00";"000000000000,00";;
'3015809953';'96MBD070550';24/07/2025 23:51:03;24/07/2025 23:51:17;"000000000000,00";"000000000000,00";"000000000000,00";;
'3014169296';'96MBD070550';23/07/2025 23:43:11;23/07/2025 23:44:05;"000000000000,00";"000000000000,00";"000000000000,00";;
'3012395437';'96MBD070550';22/07/2025 21:56:52;22/07/2025 21:56:46;"000000000000,00";"000000000000,00";"000000000000,00";;
'3010676542';'96MBD070550';21/07/2025 22:16:45;21/07/2025 22:16:44;"000000000000,00";"000000000000,00";"000000000000,00";;
'3008742498';'96MBD070550';20/07/2025 21:56:39;20/07/2025 21:56:44;"000000000000,00";"000000000000,00";"000000000000,00";;
'3007908949';'96MBD070550';19/07/2025 22:03:15;19/07/2025 22:03:25;"000000000000,00";"000000000000,00";"000000000000,00";;
'3006458618';'96MBD070550';18/07/2025 21:57:12;18/07/2025 21:58:01;"000000000000,00";"000000000000,00";"000000000000,00";;
'3004819460';'96MBD070550';17/07/2025 21:51:56;17/07/2025 21:52:51;"000000000000,20";"000000000000,20";"000000000000,00";;
'3003200847';'96MBD070550';16/07/2025 21:57:59;16/07/2025 21:58:59;"000000000000,00";"000000000000,00";"000000000000,00";;
'3001560150';'96MBD070550';15/07/2025 21:50:52;15/07/2025 21:50:52;"000000000000,00";"000000000000,00";"000000000000,00";;
'2999843224';'96MBD070550';14/07/2025 22:12:10;14/07/2025 22:12:16;"000000000000,00";"000000000000,00";"000000000000,00";;
'2997945921';'96MBD070550';13/07/2025 22:31:44;13/07/2025 22:31:55;"000000000030,00";"000000000030,00";"000000000000,00";;
'2997708208';'96MBD070550';13/07/2025 19:27:34;13/07/2025 19:27:46;"000000000030,00";"000000000030,00";"000000000000,00";;
'2997068043';'96MBD070550';12/07/2025 22:09:36;12/07/2025 22:09:53;"000000000000,00";"000000000000,00";"000000000000,00";;
'2995612165';'96MBD070550';11/07/2025 22:00:41;11/07/2025 22:01:08;"000000000000,00";"000000000000,00";"000000000000,00";;
'2993975317';'96MBD070550';10/07/2025 22:05:19;10/07/2025 22:05:51;"000000000005,00";"000000000005,00";"000000000000,00";;
'2992342118';'96MBD070550';09/07/2025 22:06:22;09/07/2025 22:07:23;"000000000000,00";"000000000000,00";"000000000000,00";;
'2990696585';'96MBD070550';08/07/2025 21:56:00;08/07/2025 21:55:53;"000000000000,00";"000000000000,00";"000000000000,00";;
'2988940234';'96MBD070550';07/07/2025 21:55:27;07/07/2025 21:55:25;"000000000005,00";"000000000005,00";"000000000000,00";;
'2987059178';'96MBD070550';06/07/2025 22:21:07;06/07/2025 22:21:10;"000000000000,00";"000000000000,00";"000000000000,00";;
'2986163967';'96MBD070550';05/07/2025 21:52:37;05/07/2025 21:52:45;"000000000030,00";"000000000030,00";"000000000000,00";;
'2984730238';'96MBD070550';04/07/2025 21:56:40;04/07/2025 21:56:54;"000000000000,00";"000000000000,00";"000000000000,00";;
'2983099225';'96MBD070550';03/07/2025 22:01:02;03/07/2025 22:01:21;"000000000000,00";"000000000000,00";"000000000000,00";;
'2981459558';'96MBD070550';02/07/2025 21:57:16;02/07/2025 21:57:40;"000000000000,00";"000000000000,00";"000000000000,00";;
'2979860299';'96MBD070550';01/07/2025 22:17:18;01/07/2025 22:17:47;"000000000000,00";"000000000000,00";"000000000000,00";;
